film_id,film_rating
"1179	","	6.6"
"1180	","	0"
"1181	","	6.2"
"1182	","	6.6"
"1183	","	6.5"
"1184	","	7"
"1185	","	7.1"
"1186	","	5.5"
"1187	","	5.8"
"1188	","	7.3"
"1189	","	7"
"1190	","	6.4"
"1191	","	6.8"
"1192	","	5.9"
"1193	","	6.3"
"1194	","	7.4"
"1195	","	6.4"
"1196	","	5.8"
"1197	","	0"
"1198	","	0"
"1199	","	6"
"1200	","	4.2"
"1201	","	5.2"
"1202	","	7.7"
"1203	","	6"
"1204	","	5.5"
"1205	","	5.3"
"1206	","	4.5"
"1207	","	6.1"
"1208	","	7.2"
"1209	","	5.8"
"1210	","	5.3"
"1211	","	5"
"1212	","	6.9"
"1213	","	6.7"
"1214	","	0"
"1215	","	4.4"
"1216	","	6.8"
"1217	","	0"
"1218	","	7.4"
"1219	","	5.2"
"1220	","	6.4"
"1221	",
"1222	","	5"
"1223	","	5.8"
"1224	","	6"
"1225	","	6.4"
"1226	","	3.9"
"1227	","	6"
"1228	","	7"
"1229	","	7.1"
"1230	","	7.5"
"1231	","	6.7"
"1232	","	7.4"
"1233	","	5.6"
"1234	","	6.3"
"1235	","	5"
"1236	","	5.6"
"1237	","	5.6"
"1238	","	4.9"
"1239	","	5.7"
"1240	","	6.7"
"1241	","	8.1"
"1242	","	5.9"
"1243	","	6.6"
"1244	","	5.9"
"1245	","	6.5"
"1246	","	6.2"
"1247	","	6.4"
"1248	","	5"
"1249	","	7.1"
"1250	","	5.9"
"1251	",
"1252	","	4.2"
"1253	","	4.6"
"1254	","	6.4"
"1255	","	4.4"
"1256	","	6.4"
"1257	","	4.8"
"1258	","	6.9"
"1259	","	4.9"
"1260	","	7"
"1261	","	5.4"
"1262	","	6.8"
"1263	","	6.2"
"1264	","	5.9"
"1265	","	5.9"
"1266	","	8"
"1267	","	6"
"1268	","	5.2"
"1269	","	5.3"
"1270	","	6.5"
"1271	","	6.6"
"1272	","	7"
"1273	","	5.3"
"1274	","	4"
"1275	","	5.7"
"1276	","	0"
"1277	","	4.7"
"1278	","	5.1"
"1279	","	7.3"
"1280	","	8"
"1281	","	6.3"
"1282	","	3.9"
"1283	","	5"
"1284	","	3.2"
"1285	","	6.6"
"1286	","	6.1"
"1287	","	6.9"
"1288	","	8"
"1289	","	6.2"
"1290	","	6.4"
"1291	","	5.7"
"1292	","	6.9"
"1293	","	6.3"
"1294	","	5.3"
"1295	","	3.9"
"1296	","	6.5"
"1297	","	4"
"1298	","	6.9"
"1299	","	0"
"1300	","	4.1"
"1301	","	6"
"1302	","	6"
"1303	","	0"
"1304	","	5.5"
"1305	","	4.2"
"1306	","	7.7"
"1307	","	6.3"
"1308	","	5.8"
"1309	","	7.3"
"1310	","	6.7"
"1311	","	8"
"1312	","	6.4"
"1313	",
"1314	",
"1315	","	8"
"1316	","	6.9"
"1317	","	5.8"
"1318	","	5.8"
"1319	","	5.5"
"1320	","	7.2"
"1321	","	6"
"1322	","	6"
"1323	","	6.6"
"1324	","	5.4"
"1325	","	6.4"
"1326	","	5"
"1327	","	5.3"
"1328	","	5.1"
"1329	","	6.8"
"1330	","	5.6"
"1331	","	7.4"
"1332	","	6.5"
"1333	","	5.9"
"1334	","	4.2"
"1335	","	5.3"
"1336	","	6.5"
"1337	","	5.2"
"1338	","	5.7"
"1339	","	6"
"1340	","	5.6"
"1341	","	5.2"
"1342	","	6.2"
"1343	","	6.5"
"1344	","	7.2"
"1345	","	7.1"
"1346	","	4.4"
"1347	","	5.3"
"1348	","	6.3"
"1349	","	6.8"
"1350	","	5.8"
"1351	","	7.7"
"1352	","	7"
"1353	","	6.2"
"1354	","	6.6"
"1355	","	5"
"1356	","	5.6"
"1357	","	5.7"
"1358	","	7.5"
"1359	","	5"
"1360	","	6.5"
"1361	","	3.8"
"1362	","	6.1"
"1363	","	6.6"
"1364	","	3.2"
"1365	","	6.5"
"1366	","	6.9"
"1367	",
"1368	","	6.7"
"1369	","	5.4"
"1370	","	6.9"
"1371	","	0"
"1372	","	6.6"
"1373	","	5.6"
"1374	","	7.2"
"1375	","	5.4"
"1376	","	5.6"
"1377	","	6.3"
"1378	","	8.3"
"1379	","	7.4"
"1380	","	3.8"
"1381	","	7.5"
"1382	","	6.2"
"1383	","	5.2"
"1384	","	6.5"
"1385	","	0"
"1386	","	6.2"
"1387	","	4.8"
"1388	","	6.3"
"1389	","	5.8"
"1390	","	6.5"
"1391	","	6.5"
"1392	","	6.3"
"1393	","	5.2"
"1394	","	5.9"
"1395	","	5.7"
"1396	","	6.4"
"1397	","	6.5"
"1398	","	6.6"
"1399	","	6.7"
"1400	","	7.5"
"1401	","	7"
"1402	","	6.3"
"1403	","	6.7"
"1404	","	6.1"
"1405	",
"1406	","	2.7"
"1407	","	6.6"
"1408	","	3.8"
"1409	","	7.8"
"1410	","	6.9"
"1411	","	5.4"
"1412	","	5"
"1413	","	5.9"
